date, pm25, o3, no2, so2, co
2014/1/4, 26, 23, , , 
2014/1/5, 43, 14, , , 
2014/1/6, 51, 18, , , 
2014/1/7, 22, 21, , , 
2014/1/8, 34, 15, , , 
2014/1/9, 49, 16, , , 
2014/1/10, 51, 2, , , 
2014/1/11, 74, 22, , , 
2014/1/12, 23, 18, , , 
2014/1/13, 20, 17, , , 
2014/1/14, 43, 22, , , 
2014/1/15, 35, 12, , , 
2014/1/16, 51, 1, , , 
2014/1/17, 72, 11, , , 
2014/1/18, 61, 12, , , 
2014/1/19, 43, 13, , , 
2014/1/20, 43, , , , 
2014/1/22, 28, 19, , , 
2014/1/23, 32, 18, , , 
2014/1/24, 41, 19, , , 
2014/1/25, 36, 27, , , 
2014/1/26, 43, 24, , , 
2014/1/27, 37, 19, , , 
2014/1/28, 47, 21, , , 
2014/1/29, 27, 17, , , 
2014/1/30, 40, 18, , , 
2014/1/31, 47, 15, , , 
2014/2/1, 56, 17, , , 
2014/2/2, 65, 18, , , 
2014/2/3, 62, 15, , , 
2014/2/4, 55, 17, , , 
2014/2/7, 44, 19, , , 
2014/2/8, 49, 20, , , 
2014/2/9, 46, 24, , , 
2014/2/10, 43, 21, , , 
2014/2/11, 53, 19, , , 
2014/2/12, 47, 14, , , 
2014/2/13, 41, 18, , , 
2014/2/14, 29, 22, , , 
2014/2/15, 20, 20, , , 
2014/2/16, 74, 26, , , 
2014/2/17, 29, 23, , , 
2014/2/18, 24, 16, , , 
2014/2/19, 45, 13, , , 
2014/2/20, 70, 23, , , 
2014/2/21, 35, 20, , , 
2014/2/22, 28, , , , 
2014/2/25, 22, 21, , , 
2014/2/26, 36, 22, , , 
2014/2/27, 36, 23, , , 
2014/2/28, 39, 24, , , 
2014/3/1, 34, 27, , , 
2014/3/2, 49, 17, , , 
2014/3/3, 68, 25, , , 
2014/3/4, 29, 21, , , 
2014/3/5, 35, 18, , , 
2014/3/6, 43, 20, , , 
2014/3/7, 43, 18, , , 
2014/3/8, 54, 33, , , 
2014/3/9, 52, 30, , , 
2014/3/10, 26, 27, , , 
2014/3/11, 49, 28, , , 
2014/3/12, 58, 8, , , 
2014/3/13, 85, 23, , , 
2014/3/14, 20, 23, , , 
2014/3/15, 31, 30, , , 
2014/3/16, 35, 27, , , 
2014/3/17, 20, 20, , , 
2014/3/18, 26, 26, , , 
2014/3/19, 28, 27, , , 
2014/3/20, 47, 22, , , 
2014/3/21, 45, 27, , , 
2014/3/22, 18, 24, , , 
2014/3/23, 30, 28, , , 
2014/3/24, 31, 24, , , 
2014/3/25, 22, 26, , , 
2014/3/26, 34, 30, , , 
2014/3/27, 34, 24, , , 
2014/3/28, 27, 33, , , 
2014/3/29, 43, 20, , , 
2014/3/30, 32, 24, , , 
2014/3/31, 13, 22, , , 
2014/4/1, 24, 30, , , 
2021/7/4, , 12, 2, 1, 1
2021/3/11, , 44, 10, 1, 2
2021/3/12, , 35, 8, , 2
2021/2/21, , 30, 13, , 2
2021/2/22, , 28, 17, 1, 3
2020/7/15, , 14, 2, 1, 2
2020/7/20, , 38, 6, 1, 2
2020/7/23, , 32, 8, 1, 2
2020/7/24, , 26, 7, 1, 1
2020/4/1, , 27, 8, 1, 1
2020/1/1, , 19, 5, , 1
2019/12/15, , 26, 2, 1, 1
2019/12/16, , 24, 12, 1, 2
2019/12/17, , 17, 22, 1, 3
2019/12/18, , 21, 12, 1, 2
2019/6/9, , 39, 3, , 1
2019/6/10, , 30, 7, 1, 1
2019/1/1, , 25, 6, 1, 2
2019/1/28, , 23, 14, 1, 2
2018/10/6, , 24, 12, 1, 2
2018/10/7, , 23, 4, 1, 1
2018/10/8, , 14, 8, 1, 2
2018/10/9, , 24, 6, 1, 2
2018/9/10, , 19, 7, 1, 1
2017/10/26, , 23, 8, , 1
2017/9/9, , 10, 10, 1, 3
2017/2/24, , 32, 10, , 2
2016/10/10, , 20, 7, , 1
2016/11/2, , 18, 23, 1, 4
2016/11/3, , 11, 20, 1, 4
2016/8/8, , 25, 9, , 1
2016/9/19, , 13, 11, , 2
2016/6/2, , 16, 6, , 1
2015/11/20, , 23, 11, , 1
2016/1/3, , 10, 18, 1, 3
2015/5/26, , 41, 8, , 2
2015/5/31, , 23, 4, , 1
2015/6/1, , 22, 7, , 2
2015/1/1, , 19, , , 
2015/2/11, , 21, 20, 6, 3
2014/10/6, , 20, , , 
2014/10/14, , 22, , , 
2014/10/20, , 19, , , 
2014/12/7, , 17, , , 
2014/12/17, , 5, , , 
2014/8/3, , 33, , , 
2014/8/4, , 31, , , 
2014/8/15, , 19, , , 
2014/8/16, , 27, , , 
2014/8/18, , 20, , , 
2014/9/15, , 13, , , 
2014/9/22, , 18, , , 
2014/9/29, , 14, , , 
2014/5/12, , 43, , , 
2014/5/18, , 27, , , 
2014/5/19, , 25, , , 
2014/1/1, , 24, , , 
2014/1/21, , 17, , , 
2014/2/5, , 18, , , 
2014/2/6, , 19, , , 
2014/2/24, , 24, , , 
